hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
oslo,0,3,0.385440,0.979920,bellman,1.000000,0,0.000000
oslo,0,4,0.385440,0.979920,bellman,4.000000,1,0.000000
oslo,0,5,0.385440,0.989330,bellman,19.000000,2,0.000000
oslo,0,6,0.385440,0.989330,bellman,81.000000,3,0.000000
oslo,0,7,0.385440,0.989610,bellman,338.000000,4,0.000000
oslo,1,3,0.404530,0.978250,bellman,0.000000,0,0.000000
oslo,1,4,0.404530,0.978250,bellman,4.000000,5,0.000000
oslo,1,5,0.404530,0.987630,bellman,19.000000,2,0.000000
oslo,1,6,0.404530,0.987630,bellman,81.000000,6,0.000000
oslo,1,7,0.404530,0.987900,bellman,338.000000,4,0.000000
oslo,2,3,0.371600,0.974360,bellman,1.000000,0,0.000000
oslo,2,4,0.371600,0.974360,bellman,4.000000,7,0.000000
oslo,2,5,0.371600,0.988740,bellman,19.000000,2,0.000000
oslo,2,6,0.371600,0.988740,bellman,81.000000,8,0.000000
oslo,2,7,0.371600,0.989400,bellman,338.000000,4,0.000000
oslo,3,3,0.318110,0.975490,bellman,1.000000,0,0.000000
oslo,3,4,0.318110,0.975490,bellman,4.000000,5,0.000000
oslo,3,5,0.318110,0.988890,bellman,19.000000,2,0.000000
oslo,3,6,0.318110,0.988890,bellman,81.000000,6,0.000000
oslo,3,7,0.318110,0.989460,bellman,338.000000,4,0.000000
oslo,4,3,0.331230,0.973860,bellman,1.000000,0,0.000000
oslo,4,4,0.331230,0.973860,bellman,4.000000,5,0.000000
oslo,4,5,0.331230,0.987220,bellman,19.000000,2,0.000000
oslo,4,6,0.331230,0.987220,bellman,81.000000,6,0.000000
oslo,4,7,0.331230,0.987780,bellman,338.000000,4,0.000000
paris,0,3,0.724180,0.973860,bellman,1.000000,0,0.000000
paris,0,4,0.724180,0.973860,bellman,4.000000,1,0.000000
paris,0,5,0.724180,0.982490,bellman,19.000000,2,0.000000
paris,0,6,0.724180,0.982490,bellman,81.000000,3,0.000000
paris,0,7,0.724180,0.982730,bellman,337.000000,4,0.000000
paris,1,3,0.699490,0.973520,bellman,1.000000,0,0.000000
paris,1,4,0.699490,0.973520,bellman,4.000000,1,0.000000
paris,1,5,0.699490,0.982150,bellman,19.000000,2,0.000000
paris,1,6,0.699490,0.982150,bellman,81.000000,3,0.000000
paris,1,7,0.699490,0.982390,bellman,338.000000,4,0.000000
paris,2,3,0.426400,0.778510,bellman,1.000000,0,0.000000
paris,2,4,0.426400,0.778520,bellman,4.000000,5,0.000000
paris,2,5,0.426400,0.871280,bellman,19.000000,2,0.000000
paris,2,6,0.426400,0.871280,bellman,81.000000,6,0.000000
paris,2,7,0.426400,0.917630,bellman,338.000000,4,0.000000
