hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index,error
cambridge,0,3,0.255680,0.500000,bellman,2.000000,0,0.000000
cambridge,0,4,0.255680,0.945140,bellman,12.000000,1,0.000000
cambridge,0,5,0.255680,0.945140,bellman,57.000000,2,0.000000
cambridge,0,6,0.255680,0.960010,bellman,245.000000,3,0.000000
cambridge,0,7,0.255680,0.960010,bellman,1010.000000,4,0.000000
cambridge,1,3,0.229510,0.500000,bellman,2.000000,5,0.000000
cambridge,1,4,0.229510,0.916390,bellman,11.000000,1,0.000000
cambridge,1,5,0.229510,0.916390,bellman,51.000000,6,0.000000
cambridge,1,6,0.229510,0.930310,bellman,225.000000,3,0.000000
cambridge,1,7,0.229510,0.930310,bellman,987.000000,7,0.000000
cambridge,2,3,0.253700,0.500000,bellman,2.000000,8,0.000000
cambridge,2,4,0.253700,0.506960,bellman,11.000000,9,0.000000
cambridge,2,5,0.253700,0.506960,bellman,51.000000,10,0.000000
cambridge,2,6,0.253700,0.510270,bellman,226.000000,11,0.000000
cambridge,2,7,0.253700,0.510270,bellman,987.000000,12,0.000000
jakarta,0,3,0.125230,0.500000,bellman,2.000000,0,0.000000
jakarta,0,4,0.125230,0.936930,bellman,11.000000,1,0.000000
jakarta,0,5,0.125230,0.936930,bellman,51.000000,2,0.000000
jakarta,0,6,0.125230,0.982740,bellman,226.000000,3,0.000000
jakarta,0,7,0.125230,0.982740,bellman,986.000000,4,0.000000
jakarta,1,3,0.120020,0.500000,bellman,2.000000,8,0.000000
jakarta,1,4,0.120020,0.932590,bellman,11.000000,1,0.000000
jakarta,1,5,0.120020,0.932590,bellman,51.000000,2,0.000000
jakarta,1,6,0.120020,0.977950,bellman,226.000000,3,0.000000
jakarta,1,7,0.120020,0.977950,bellman,988.000000,4,0.000000
jakarta,2,3,0.116660,0.500000,bellman,2.000000,0,0.000000
jakarta,2,4,0.116660,0.964700,bellman,11.000000,1,0.000000
jakarta,2,5,0.116660,0.964700,bellman,51.000000,2,0.000000
jakarta,2,6,0.116660,0.987620,bellman,226.000000,3,0.000000
jakarta,2,7,0.116660,0.987620,bellman,987.000000,4,0.000000
jakarta,3,3,0.104230,0.500000,bellman,2.000000,8,0.000000
jakarta,3,4,0.104230,0.967830,bellman,11.000000,1,0.000000
jakarta,3,5,0.104230,0.967830,bellman,51.000000,2,0.000000
jakarta,3,6,0.104230,0.986610,bellman,226.000000,3,0.000000
jakarta,3,7,0.104230,0.986620,bellman,985.000000,4,0.000000
jakarta,4,3,0.106740,0.500000,bellman,2.000000,8,0.000000
jakarta,4,4,0.106740,0.966430,bellman,11.000000,1,0.000000
jakarta,4,5,0.106740,0.966430,bellman,51.000000,2,0.000000
jakarta,4,6,0.106740,0.985160,bellman,226.000000,3,0.000000
jakarta,4,7,0.106740,0.985160,bellman,986.000000,4,0.000000
yorktown,0,3,0.113930,0.500000,bellman,2.000000,0,0.000000
yorktown,0,4,0.113930,0.692540,bellman,11.000000,1,0.000000
yorktown,0,5,0.113930,0.692540,bellman,51.000000,2,0.000000
yorktown,0,6,0.113930,0.772200,bellman,226.000000,3,0.000000
yorktown,0,7,0.113930,0.772200,bellman,986.000000,4,0.000000
yorktown,1,3,0.113640,0.500000,bellman,2.000000,0,0.000000
yorktown,1,4,0.113640,0.949920,bellman,11.000000,1,0.000000
yorktown,1,5,0.113640,0.949920,bellman,51.000000,2,0.000000
yorktown,1,6,0.113640,0.974160,bellman,226.000000,3,0.000000
yorktown,1,7,0.113640,0.974160,bellman,987.000000,4,0.000000
yorktown,2,3,0.106540,0.500000,bellman,2.000000,0,0.000000
yorktown,2,4,0.106540,0.864700,bellman,11.000000,1,0.000000
yorktown,2,5,0.106540,0.864700,bellman,51.000000,2,0.000000
yorktown,2,6,0.106540,0.939040,bellman,226.000000,3,0.000000
yorktown,2,7,0.106540,0.939040,bellman,986.000000,4,0.000000
yorktown,3,3,0.111150,0.500000,bellman,2.000000,0,0.000000
yorktown,3,4,0.111150,0.852590,bellman,11.000000,1,0.000000
yorktown,3,5,0.111150,0.852590,bellman,51.000000,2,0.000000
yorktown,3,6,0.111150,0.924470,bellman,226.000000,3,0.000000
yorktown,3,7,0.111150,0.924470,bellman,986.000000,4,0.000000
yorktown,4,3,0.100680,0.500000,bellman,2.000000,5,0.000000
yorktown,4,4,0.100680,0.941550,bellman,11.000000,1,0.000000
yorktown,4,5,0.100680,0.941550,bellman,51.000000,6,0.000000
yorktown,4,6,0.100680,0.968160,bellman,226.000000,3,0.000000
yorktown,4,7,0.100680,0.968160,bellman,986.000000,7,0.000000
yorktown,5,3,0.101390,0.500000,bellman,2.000000,5,0.000000
yorktown,5,4,0.101390,0.911440,bellman,11.000000,1,0.000000
yorktown,5,5,0.101390,0.911440,bellman,51.000000,6,0.000000
yorktown,5,6,0.101390,0.960230,bellman,226.000000,3,0.000000
yorktown,5,7,0.101390,0.960230,bellman,986.000000,7,0.000000
